ingredient_name,link,functions,rating,discription,rating_score
METHYLDIBROMO GLUTARONITRILE,https://www.paulaschoice.com/ingredient-dictionary/preservatives/methyldibromo-glutaronitrile.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],icky,Formaldehyde-releasing preservative that can also be quite sensitizing when used in leave-on products.,0
METHYLDIHYDROJASMONATE,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/methyldihydrojasmonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],icky,Synthetic fragrant component.,0
METHYL GLUCETH-20,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/methyl-gluceth-20.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Softening'],goodie,Synthetic liquid that functions as a water-binding and skin-softening agent.,2
METHYL GLUCETH-20 BENZOATE,https://www.paulaschoice.com/ingredient-dictionary/emollients/methyl-gluceth-20-benzoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",goodie,A synthetic ester and emollient used to improve product spreadability. Methyl gluceth-20 benzoate combines methyl gluceth-20 and benzoic acid.,2
METHYL GLUCOSE SESQUISTEARATE,https://www.paulaschoice.com/ingredient-dictionary/emollients/methyl-glucose-sesquistearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Softening']",goodie,A mixure of the diesters of methyl glucoside and stearic acid. Functions as a skin-softening agent and emollient.,2
METHYLGLUCOSIDE PHOSPHATE,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/methylglucoside-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Softening'],goodie,"A type of monosaccharide (simple sugar) derived from glucose, it serves as a skin-softening agent in cosmetic products.",2
METHYLISOTHIAZOLINONE,https://www.paulaschoice.com/ingredient-dictionary/preservatives/methylisothiazolinone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Preservatives', 'Sensitizing']",icky,"Preservative that’s generally recommended for use only in rinse-off products such as cleansers or shampoos. Methylisothiazolinone is known to be sensitizing when used in leave-on products.
Its use in both rinse-off and leave-on cosmetics products is restricted to low amounts as a means to avoid sensitivity while maintaining its efficacy as a preservative, but even in the low amount permitted (0.01%) has raised questions about it being more sensitizing than most other preservatives. 
References for this information:
JAMA Dermatology, January 2016, pages 67-72
Anais Brasileiros de Dermatologia, 2014, issue 3, page 527
Actas-dermo-sifiliograficas, November 2014, pages 854-859
Cosmetics & Toiletries, 2014, issue 2, page 24
CMAJ, October 2013, page E71",0
METHYLPARABEN,https://www.paulaschoice.com/ingredient-dictionary/preservatives/methylparaben.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],goodie,"Parabens are a group of controversial preservatives that include butylparaben, isobutylparaben, propylparaben, methylparaben, and ethylparaben. All of these were at one time the most widely used group of preservatives used in cosmetics. Parabens were so popular because of their gentle, non-sensitizing, and highly effective profile in comparison to other preservatives but also because they were derived naturally from plants, a rare phenomenon for a preservative. Parabens are found in plants in the form of p-hydroxybenzoic acid (PHBA), a chemical that breaks down to become parabens for a plants own protection. Over the past 10 years parabens have become criticized and condemned for use in cosmetics due to their alleged relation to health concerns affecting women and men. The research about parabens is conflicting and polarizing. Some research indicates they are safe as used in cosmetics and are preferred over other preservatives to keep a formula stable. These studies also showed parabens did not have any effect when compared to natural hormones in the body. However, other research has concluded they are indeed problematic: Some studies determined a 100% concentration of parabens caused skin samples (meaning not intact skin on a person) to break down. However, these studies don’t apply to the tiny amount (1% or less) of parabens typically used in cosmetics. In low amounts, parabens were not shown to harm skin; in fact, they offer a benefit due to their ability to thwart the growth of mold, fungi, and harmful pathogens. Other studies casting parabens in a negative light were based on force-feeding them to rats, a practice that is not only cruel but unrelated to what happens when parabens are applied to skin. There are studies indicating absorption of parabens through skin associated with application of skincare products, but those studies did not take into consideration that parabens are still used as food-grade preservatives or found naturally in plants and that could have been the source not the cosmetics. We also looked at studies showing other questionable effects but those were done in vitro meaning in a petri dish or, again, animal studies in species whose biologic makeup does not closely relate to people. We appreciate the concern about parabens and understand if people choose to avoid them. At Paula’s Choice Skincare we use parabens in a very limited number of products, but that decision is based on other reasons than the scare tactics rampant on the internet. For transparency, we list all ingredients on individual product pages and packaging and our Client Services team is always happy to help.  References for this information: Journal of Exposure Science and Environmental Epidemiology, May 2017, 320-325 Annual Review of Food Science Technology, February 2017, pages 371-390 Journal of Applied Toxicology, April 2017, ePublication Environmental Science and Technology, April 2017, page 4009-4017 Dermatitis, November-December 2015, pages 254-259 Toxicology Letters, December 2013, pages 295-305 Skin Therapy Letter, July-August 2013, pages 5-7 Journal of Agricultural Food Chemistry, June 2008, pages 4631-4636 International Journal of Toxicology, April 2008, pages 1-82 http://www.cosmeticsinfo.org/paraben-information",2
METHYLPROPANEDIOL,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/methylpropanediol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Miscellaneous', 'Hydration']",goodie,"According to the Personal Care Product Council’s Ingredient Infobase online, methylpropanediol is a synthetic ingredient that functions as solvent. In a cosmetic formula, it can enhance the absorption of ingredients such as salicylic acid. It also has pronounced hydrating properties that can leave a smooth, dewy finish on skin.",2
METHYLSILANOL MANNURONATE,https://www.paulaschoice.com/ingredient-dictionary/silicones/methylsilanol-mannuronate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients', 'Texture Enhancer']",goodie,,2
METHYLSILANOL PEG-7 GLYCERYL COCOATE,https://www.paulaschoice.com/ingredient-dictionary/silicones/methylsilanol-peg-7-glyceryl-cocoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients', 'Texture Enhancer']",goodie,A glyceryl ester used as an emollient and texture enhancer in cosmetics.,2
METHYLSUFONYLSULFATE,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/methylsufonylsulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],goodie,,2
METHYL TRIMETHICONE,https://www.paulaschoice.com/ingredient-dictionary/silicones/methyl-trimethicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Slip Agents', 'Emollients']",goodie,,2
MEXORYL SX,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/mexoryl-sx.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],superstar,,3
MICA,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents%2Fpigments/mica.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],goodie,"Earth-derived silicate minerals included in products to give them sparkle and shine as well as varying degrees of opacity. The amount and look of the shine mica provides depends on the color and how finely it’s milled for use in liquid, cream, or powder products. It is considered safe for use in cosmetics, including those applied to the eyes and lips.
Reference for this information:
http://www.cosmeticsinfo.org/ingredient/mica",2
MICROCRYSTALLINE WAX,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/microcrystalline-wax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer']",goodie,"Plastic-type, highly refined wax derived from petroleum and purified for use in cosmetics. Used as a thickener and to give products a semi-solid to solid smooth texture.",2
MICROCYSTIS AERUGINOSA,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/microcystis-aeruginosa.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Plant Extracts', 'Emollients']",goodie,Latin name for spirulina.,2
MILK PROTEIN,https://www.paulaschoice.com/ingredient-dictionary/emollients/milk-protein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Skin-Replenishing']",goodie,,2
MILK VETCH ROOT,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/milk-vetch-root.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",goodie,"Root with potential antioxidant properties, although there isn't conclusive research that it functions that way when applied topically.",2
MILLET SEED EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/millet-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Skin-Softening']",average,"Extract from a cereal grain that has no established benefit for skin, but is added to cosmetic formularies as a skin-softening agent.",1
MIMOSA OIL OR EXTRACT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mimosa-oil-or-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,Extract used as a fragrance in cosmetics.,0
MINERAL OIL,https://www.paulaschoice.com/ingredient-dictionary/emollients/mineral-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],goodie,"Clear, odorless oil derived from petroleum that is widely used in cosmetics. Despite mineral oil’s association with petroleum and the hype that it’s bad for or ages skin, keep in mind that petroleum is a natural ingredient derived from the earth. Once it’s purified to become mineral oil USP (cosmetics- and pharmaceutical-grade mineral oil), it has no resemblance to the original petroleum and isn’t a source of contaminants.Cosmetics-grade mineral oil and petrolatum are considered the safest, most non-sensitizing moisturizing ingredients ever found. Mineral oil and petrolatum are known to be efficacious in skin replenishing and are also among the most effective, established moisturizing ingredients available. The mineral oil in skincare products is certified as either USP (United States Pharmacopeia) or BP (British Pharmacopeia). It’s completely safe, soothing, non-sensitizing, and perfectly beneficial for skin.References for this information:Toxicology Letters, October 2017, pages 70-78International Journal of Cosmetic Science, 2012, issue 6, pages 511-518International Journal of Cosmetic Science, 2007, issue 5, pages 385-390European Journal of Ophthalmology, 2007, issue 2, pages 151-159Food and Chemical Toxicology, February 1996, issue 2, pages 213-215",2
MINT,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mint.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",icky,Can be a skin sensitizer.,0
MIXED FRUIT EXTRACTS,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/mixed-fruit-extracts.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],goodie,,2
MONTAN WAX,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/montan-wax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],goodie,"A type of natural wax derived from lignite, which is a type of coal that’s made from wood. Most often used in place of other waxes such as beeswax. It functions as a texture enhancer.",2
MONTMORILLONITE,https://www.paulaschoice.com/ingredient-dictionary/absorbent/montmorillonite.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Absorbent'],goodie,"Type of clay that’s a mix of bentonite (another clay) and fuller’s earth, the latter being a white to brown substance found in sediment. Like all clays, montmorillonite has absorbent properties and can be a helpful ingredient for oily skin. It also functions as a thickener.",2
MORINDA CITRIFOLIA,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/morinda-citrifolia.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",goodie,,2
MORINGA OLEIFERA SEED OIL,https://www.paulaschoice.com/ingredient-dictionary/emollients/moringa-oleifera-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Antioxidants', 'Plant Extracts']",superstar,"A non-fragrant plant oil that contains several antioxidants, including zeatin, quercetin, and vitamins A, C, and E. The oil is also a very good source of oleic acid, a monounsaturated fatty acid that can replenish skin and help guard against moisture loss. There’s more: Moringa seed oil contains amino acids as well as plant sterols which can have a calming effect on skin. In short, it’s one of the better plant oils for skin, and its monounsaturated fat content gives it a lighter, less greasy feel than highly saturated oils like coconut. References for this information: International Journal of Molecular Sciences, December 2016, ePublication Lipids in Health and Disease, December 2016, ePublication 3 Biotech, September 2016, ePublication Journal of Oleo Science, Volume 58, 2009, pages 9-16",3
