,name,link,category,rating,discription
957,limonene,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/limonene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,"Chemical constituent of many natural fragrant ingredients, notably citrus oils such as lemon (d-limonene) and pine trees or species of the mint family (l-limonene). Topically, limonene can cause sensitivity and is best avoided. Also, because of its penetration-enhancing effects on skin, it’s particularly important to avoid products that contain limonene plus other skin sensitizers like denatured alcohol.Like most volatile fragrance components, limonene also has strong antioxidant benefits and has also been shown to calm skin; however, when exposed to air these highly volatile antioxidant compounds oxidize and become capable of sensitizing skin.Reference for this information:Food and Chemical Toxicology, July 2015, pages 160-170British Journal of Dermatology, August 2014, pages 292-297Anti-inflammatory and Anti-allergy Agents in Medicinal Chemistry, March 2014, pages 29-35Journal of Toxicology and Environmental Health, 2013, issue 1, pages 17-38Contact Dermatitis, January 2009, pages 32-40"
958,linalool,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/linalool.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,"Fragrant component of lavender and coriander that can be a potent skin sensitizer.
References for this information:
Contact Dermatitis, November 2016 (epublication: http://onlinelibrary.wiley.com/doi/10.1111/cod.12714/abstract)
Contact Dermatitis, January 2010, issue 1, pages 32-41"
959,linden flower extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/linden-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,Major active constituents in linden are flavonoids and glycosides. Flavonoids are potent antioxidants and glycosides are monosaccharides that have water-binding properties.
960,linoleic acid,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/linoleic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Skin-Restoring', 'Emollients']",Best,"Unsaturated omega-6 fatty acid found in corn, safflower, and sunflower oils and used as an emollient and thickening agent in cosmetics. There is some research showing it to be effective as a skin restorative, an antioxidant and as a skin-soothing agent.
Reference for this information:
Dermatology Research and Practice,  2012, pages 9231-9234
Archives of Dermatological Research, 1998, issue 7, pages 375-381
Clinical and Experimental Dermatology, 1998, issue 2, pages 56-58"
961,linolenic acid,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/linolenic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Plant Extracts']",Best,"Naturally occurring, colorless polyunsaturated fatty acid liquid that functions as a skin-conditioning agent and skin-restorative ingredient. Also known as alpha-linolenic acid, this ingredient is a plant-based omega-3 fatty acid that occurs in vegetable oil and flax seed oil as well as canola and soy oils. Walnuts are a top dietary source of this fatty acid. Linolenic acid has research showing topical application helps improve many skin concerns."
962,Linum usitatissimum (linseed) seed oil,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/linseed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Best,"Linum usitastissimum (linseed) seed oil is more commonly known as flaxseed oil. It’s a significant plant source of omega fatty acids, primarily an omega-3 fatty acid (linolenic acid) that’s been shown to have a soothing effect on skin. These polyunsaturated fatty acids, which also include oleic, linoleic, palmitic and stearic acids, enhance skin’s hydration by preventing moisture loss. Linseed/flax oil has been shown to penetrate skin’s uppermost layers easily, carrying other beneficial ingredients with it (but those ingredients also have to be oil soluble so, for example, linseed wouldn’t be a good carrier for water-soluble vitamin C but is great for delivering oil-soluble vitamin E). Linseed oil is also a top source of lignans, phenolic plant compounds that have antioxidant ability. References for this information: Drug Development and Industrial Pharmacy, September 2019, pages 1,451-1,458 African Journal of Traditional, Complementary, and Alternative Medicine, March 2017, pages 280-286 Journal of Food Science and Technology, September 2014, pages 1,633-1,653 Evidence-Based Complementary and Alternative Medicine, June 2011, ePublication"
963,Linum usitatissimum extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/linum-usitatissimum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Best,
964,lipid,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/lipid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']",Best,"Wide range of ingredients found in plants, animals, and human skin. In skincare products, these are emollients and thickening agents."
965,liposomes,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/liposomes.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good,"Delivery system (not an ingredient) capable of holding other ingredients and releasing them after the liposome is absorbed into the skin. Liposomes are microscopic lipid (fat) sacs that are widely used as a way to deliver other ingredients into skin.
Reference for this information:
Journal of Pharmaceutical Sciences, March 2002, pages 615–622"
966,lithium magnesium sodium silicate,https://www.paulaschoice.com/ingredient-dictionary/thickeners%2Femulsifiers/lithium-magnesium-sodium-silicate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Texture Enhancer', 'Absorbent']",Good,"Synthetic silica-based clay composed of lithium, sodium, and magnesium. Used as a thickening agent and an absorbent."
967,Lithospermum erythrorhizon,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lithospermum-erythrorhizon.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,"Also known as gromwell, the root of this plant is believed to have antioxidant and skin-soothing activity.
References for this information:
Archives of Dermatological Research, July 2008, pages 317-323
Biological and Pharmaceutical Bulletin, May 2007, pages 928-934"
968,Litsea cubeba,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/litsea-cubeba.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,
969,locust bean,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/locust-bean.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer', 'Thickeners/Emulsifiers', 'Film-Forming/Holding Agents']",Good,
970,Lonicera caprifolium flower extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lonicera-caprifolium-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best,
971,Lonicera japonica,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lonicera-japonica-.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best,Honeysuckle extract. A plant with soothing properties for skin.
972,Lonicera japonica flower extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lonicera-japonica-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best,
973,loquat extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/loquat-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best,"Extract derived from a subtropical flower that has antioxidant properties similar to those of green tea.
References for this information:
Journal of Agricultural Food Chemistry, April 2002, pages 2400–2403
Phytochemistry, February 2002, pages 315–323"
974,lotus seed extract,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lotus-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,"Extract that can have skin-soothing and antioxidant properties.
References for this information:
Journal of Plant Physiology, May 2001, pages 39–46
Planta Medica, August 1997, pages 367–369"
975,lovage root extract,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/lovage-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Sensitizing']",Poor,Used as a fragrance.
976,lupine,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lupine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",Best,
977,lupine oil,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lupine-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best,
978,Lupinus albus (white lupine) seed oil,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/lupinus-albus-white-lupine-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,"Lupinus albus (white lupine) seed oil is a non-fragrant plant oil whose unsaturated fatty acid content consists primarily of oleic and erucic acids. Oleic acid can help beneficial compounds in plant oils and extracts penetrate further into skin, while omega-9 fatty acid erucic acid works with the other fatty acids in this plant oil to hydrate and strengthen skin. Lupine seed oil also contains omega-3 linolenic acid and omega-6 linoleic acid, both of which help calm skin and visibly repair its barrier. Moving away from fatty acid content, white lupine oil is also high in protein and a good source of the hydrating amino acid lysine. Note that the seed oil from this plants comes in bitter and sweet varieties; the bitter form contains a much higher amount of substances known as alkaloids, which are potential skin sensitizers. The sweet form, which is what Paula’s Choice uses, only contains trace levels of these problematic compounds, too low to upset skin. The sweet form of this plant oil is a better source of antioxidant vitamin E, but both types are respectable sources of antioxidants. References for this information: Genetic Resources and Crop Evaluation, February 2018, pages 417-431 Journal of Agricultural Sciences, Volume 9, Number 6, 2017, pages 13-20 International Journal of Molecular Sciences, December 2017, ePublication Journal of Food Science and Technology, July 2014, pages 1,384-1,389 Industrial Crops and Products, August 2013, pages 573-579"
979,Lupinus albus extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lupinus-albus-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best,
980,lutein,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lutein.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best,"Carotenoid that has antioxidant properties.
Reference for this information: 
Photochemistry and Photobiology, May 2002, pages 503–596"
981,Lycium barbarum fruit extract,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lycium-barbarum-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Softening']",Best,"The extract of the fruit commonly known as goji, goji berry, or wolfberry. This fruit extract is an antioxidant and also works as a skin-softening agent.Reference for this information:International Journal of Molecular Medicine, August 2007, pages 261–268"
982,lycopene,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/lycopene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best,"Carotenoid pigment that has antioxidant properties (Source: Photochemistry and Photobiology, May 2002, pages 503–596)."
